marital,default,housing-loan,personal-loan,current-campaign,previous-campaign,age,job,subscribed,education,balance
single,no,yes,no,1,0,33,management,no,secondary,1558
single,no,yes,no,1,1,23,blue-collar,no,primary,8627
single,no,no,no,2,2,31,management,no,tertiary,2590
married,no,yes,yes,3,0,36,management,no,tertiary,0
single,no,yes,no,2,0,44,technician,no,tertiary,900
single,no,yes,no,1,0,31,management,no,tertiary,385
married,no,yes,no,3,0,55,blue-collar,no,primary,1649
divorced,no,no,no,4,0,51,housemaid,yes,secondary,9228
married,no,yes,yes,2,0,36,admin.,no,secondary,0
single,no,no,no,2,0,27,unemployed,no,tertiary,1
married,no,yes,no,4,0,40,services,no,secondary,771
married,no,yes,no,3,0,49,services,no,secondary,280
married,no,no,no,2,0,59,retired,no,primary,46
married,no,yes,no,5,0,32,management,yes,tertiary,2431
single,no,no,no,2,0,42,retired,no,tertiary,308
divorced,no,yes,no,6,0,35,management,no,tertiary,160
single,no,yes,no,4,0,29,blue-collar,no,secondary,555
single,no,yes,no,2,0,29,technician,no,secondary,778
single,no,no,no,2,0,37,blue-collar,no,secondary,48
married,no,yes,no,3,0,49,admin.,no,primary,169
divorced,no,yes,no,1,0,51,services,no,secondary,12
married,no,no,no,1,1,61,housemaid,no,primary,848
married,no,yes,no,1,2,43,management,no,secondary,481
married,no,yes,no,1,0,42,services,no,tertiary,12223
married,no,yes,yes,2,0,24,blue-collar,no,secondary,-254
married,no,no,no,2,0,46,self-employed,no,tertiary,1148
single,no,no,no,1,0,23,admin.,no,secondary,5
single,no,yes,no,1,0,26,services,no,secondary,50
divorced,no,yes,no,2,0,43,blue-collar,no,primary,92
single,no,yes,no,13,0,35,technician,yes,tertiary,470
married,no,no,no,4,0,38,technician,no,secondary,0
divorced,no,no,no,4,0,56,unemployed,no,primary,109
married,no,yes,no,3,0,31,services,no,secondary,440
single,no,no,no,4,0,32,management,yes,tertiary,0
single,no,no,yes,1,0,28,services,no,secondary,2685
divorced,yes,yes,no,5,0,26,admin.,no,secondary,-3
married,no,no,no,2,0,49,management,no,tertiary,7007
married,no,yes,no,1,0,33,admin.,no,secondary,220
married,no,no,no,2,0,80,retired,no,primary,1548
married,no,yes,yes,1,0,40,blue-collar,no,secondary,326
divorced,no,yes,no,6,0,42,technician,no,secondary,0
married,no,no,no,3,0,46,blue-collar,no,secondary,123
single,no,no,no,1,3,32,management,no,tertiary,697
single,no,yes,no,1,0,37,services,no,tertiary,223
married,no,yes,no,1,0,32,student,no,secondary,1694
married,no,yes,no,1,0,53,management,no,tertiary,4446
married,no,yes,no,1,1,39,management,no,tertiary,894
divorced,no,yes,no,1,0,31,technician,no,secondary,202
single,no,no,no,2,0,34,management,no,tertiary,0
married,no,no,no,3,0,44,technician,no,tertiary,1707
married,no,yes,no,2,0,35,technician,no,secondary,13658
married,no,no,no,5,0,39,admin.,no,secondary,406
married,no,no,no,2,0,55,services,no,secondary,96
married,no,yes,no,1,0,34,housemaid,yes,secondary,0
married,no,no,yes,4,0,39,technician,no,tertiary,-276
married,no,no,no,5,0,58,retired,no,secondary,413
married,no,yes,no,2,4,37,blue-collar,no,primary,655
divorced,no,no,no,1,1,56,retired,yes,primary,694
single,no,yes,no,2,0,32,admin.,no,secondary,10218
single,no,yes,no,1,6,41,technician,yes,tertiary,1646
single,no,no,no,1,1,29,admin.,no,tertiary,14
married,no,no,no,5,0,44,management,no,tertiary,7635
married,no,yes,no,7,0,24,blue-collar,no,secondary,9
single,no,yes,no,1,0,43,management,no,secondary,1029
married,no,no,no,3,0,26,admin.,no,tertiary,2855
married,no,yes,no,1,1,39,admin.,no,secondary,260
married,no,yes,no,1,2,49,blue-collar,yes,secondary,2039
divorced,no,yes,yes,4,0,52,blue-collar,no,primary,-97
married,no,no,no,4,0,33,blue-collar,no,tertiary,1465
married,no,yes,no,2,0,30,blue-collar,no,secondary,125
single,no,no,no,7,0,32,technician,no,tertiary,930
single,no,yes,no,4,0,27,management,no,tertiary,0
married,no,no,no,1,0,58,blue-collar,no,primary,73
married,no,yes,no,3,0,46,retired,no,primary,-35
single,no,no,no,1,0,28,management,no,tertiary,1351
married,no,yes,no,2,0,39,services,no,primary,1601
married,no,yes,no,1,2,41,services,no,unknown,88
married,no,yes,no,2,0,38,services,no,secondary,435
divorced,no,yes,no,1,0,50,unemployed,no,secondary,717
married,no,yes,no,2,0,56,services,no,secondary,705
married,no,no,no,2,0,34,technician,no,secondary,1553
divorced,no,yes,no,1,0,33,blue-collar,no,secondary,-131
married,no,no,no,4,0,61,technician,yes,secondary,1191
single,no,no,yes,6,0,36,admin.,no,secondary,47
married,no,yes,yes,2,0,34,technician,no,tertiary,544
married,no,yes,no,2,0,36,blue-collar,no,secondary,688
married,no,no,no,1,0,45,management,yes,tertiary,242
single,no,no,no,1,0,27,student,no,tertiary,118
married,no,yes,no,2,0,45,admin.,no,secondary,-388
married,no,no,no,1,0,40,self-employed,no,tertiary,1603
single,no,yes,no,1,0,36,management,yes,secondary,1511
married,no,yes,no,2,3,46,blue-collar,no,primary,147
married,no,yes,no,2,0,37,entrepreneur,no,tertiary,836
married,no,yes,no,2,4,36,technician,no,secondary,55
married,no,no,yes,1,0,37,admin.,no,secondary,1123
single,no,no,no,1,0,22,student,yes,tertiary,691
married,no,no,yes,3,0,51,services,no,secondary,0
married,no,no,no,8,0,49,technician,no,secondary,12531
married,no,yes,yes,2,1,35,management,no,tertiary,552
married,no,no,no,2,0,50,housemaid,no,primary,0
married,no,yes,yes,1,0,31,services,no,tertiary,309
single,no,yes,no,1,0,47,services,no,secondary,33
married,no,yes,no,2,0,59,blue-collar,no,secondary,681
married,no,yes,no,4,4,32,blue-collar,no,secondary,1787
married,no,yes,no,1,0,71,retired,yes,tertiary,14220
single,no,no,no,1,1,31,management,yes,tertiary,12569
married,no,no,no,5,0,41,blue-collar,no,primary,4
married,no,yes,no,4,0,35,blue-collar,no,primary,3587
married,no,no,no,3,0,36,management,no,tertiary,254
divorced,no,no,no,1,0,46,blue-collar,no,primary,1712
married,no,yes,no,1,1,46,blue-collar,no,secondary,4855
married,no,no,no,1,1,47,technician,no,tertiary,2408
single,no,yes,no,2,0,35,management,no,tertiary,252
married,no,yes,no,1,1,37,blue-collar,no,secondary,346
married,no,no,no,1,0,56,admin.,yes,secondary,45
married,no,yes,yes,3,0,46,admin.,yes,secondary,556
divorced,no,yes,no,1,0,44,management,no,tertiary,-710
single,no,yes,no,2,0,48,technician,no,tertiary,-551
single,no,yes,no,1,0,28,blue-collar,no,secondary,56
married,no,no,yes,3,3,38,entrepreneur,no,tertiary,1514
single,no,yes,no,2,0,34,management,no,tertiary,178
married,no,yes,no,4,0,56,technician,no,secondary,359
divorced,no,no,yes,1,0,55,retired,yes,secondary,1580
divorced,no,no,no,13,0,44,blue-collar,no,secondary,221
married,no,yes,no,1,0,38,technician,no,tertiary,1161
married,no,yes,no,3,0,53,retired,no,secondary,1278
single,no,no,no,1,0,41,admin.,no,tertiary,982
single,no,no,no,1,0,34,technician,yes,secondary,16
single,no,no,no,1,0,34,management,no,tertiary,1
married,no,yes,no,1,0,35,services,no,secondary,128
single,no,no,no,1,4,38,entrepreneur,yes,secondary,2543
married,no,no,no,2,0,42,entrepreneur,no,tertiary,42045
married,no,yes,no,1,1,56,blue-collar,no,primary,828
divorced,no,yes,no,6,0,37,management,no,tertiary,0
married,no,yes,no,2,5,47,housemaid,no,secondary,3940
married,no,yes,no,1,0,29,blue-collar,no,secondary,125
married,no,yes,no,3,0,41,management,no,tertiary,140
single,no,yes,no,1,0,43,technician,no,secondary,593
married,no,no,no,3,0,38,self-employed,no,secondary,746
married,no,yes,yes,1,0,31,technician,no,secondary,589
single,no,no,no,1,0,32,management,no,tertiary,2343
married,no,yes,no,5,0,40,management,no,tertiary,294
married,no,no,yes,1,0,45,admin.,no,secondary,644
married,no,yes,no,1,0,43,management,no,secondary,-26
single,no,yes,no,5,0,27,services,no,secondary,3354
single,no,no,no,3,0,33,management,no,tertiary,23
married,no,yes,no,7,1,37,admin.,no,secondary,7
married,no,no,no,1,9,60,admin.,yes,secondary,3735
married,no,no,no,6,0,51,self-employed,yes,unknown,2094
married,no,yes,no,1,1,44,blue-collar,no,secondary,508
married,no,yes,no,1,1,48,management,no,unknown,0
married,no,yes,no,1,0,57,blue-collar,no,primary,93
single,no,yes,no,2,0,29,technician,no,tertiary,0
married,no,no,no,4,0,50,services,no,secondary,26394
married,no,yes,no,28,0,36,services,no,secondary,-11
married,no,yes,no,2,0,49,technician,yes,tertiary,523
married,yes,yes,no,1,0,49,technician,no,secondary,-74
married,no,no,no,1,0,35,management,no,tertiary,0
single,no,yes,no,1,0,39,technician,no,secondary,122
married,no,no,yes,11,0,34,blue-collar,no,primary,351
married,no,no,yes,3,0,57,self-employed,no,secondary,35
divorced,no,yes,no,1,0,37,technician,no,secondary,2610
single,no,no,no,11,0,25,services,no,secondary,64
married,no,no,no,2,2,43,blue-collar,no,primary,60
married,no,yes,no,2,1,37,blue-collar,no,secondary,342
single,no,no,no,1,11,36,blue-collar,no,tertiary,1830
divorced,no,no,yes,2,0,49,management,no,tertiary,1904
single,no,yes,no,1,2,38,management,no,tertiary,16957
divorced,no,no,no,5,0,39,management,no,tertiary,26
married,no,no,no,1,8,40,management,yes,tertiary,0
married,no,yes,no,1,0,34,admin.,no,secondary,79
married,no,yes,no,3,0,39,blue-collar,yes,primary,2303
married,no,no,no,18,0,53,blue-collar,no,secondary,65
married,no,yes,no,5,0,44,management,no,tertiary,332
divorced,no,yes,no,1,0,32,technician,no,secondary,-399
divorced,no,yes,yes,2,1,50,technician,yes,secondary,-54
married,no,no,no,1,0,29,services,no,primary,-102
married,no,yes,no,2,3,55,unemployed,no,tertiary,4809
married,no,no,no,3,0,73,retired,yes,primary,279
married,no,yes,no,1,0,52,technician,no,secondary,11
married,no,yes,no,3,0,49,services,no,secondary,2201
married,no,no,no,1,0,63,retired,no,primary,8044
married,no,yes,no,1,2,34,admin.,yes,secondary,2374
single,no,yes,no,1,2,32,admin.,no,secondary,92
married,no,no,no,6,0,49,housemaid,no,tertiary,443
married,no,yes,no,2,1,40,blue-collar,no,primary,1397
married,no,no,no,1,0,53,entrepreneur,no,unknown,7
married,no,no,no,2,0,53,technician,no,tertiary,3177
married,no,no,yes,1,0,43,blue-collar,no,primary,232
single,no,yes,no,1,0,35,management,no,secondary,81
single,no,yes,no,5,2,35,services,no,secondary,414
single,no,yes,no,1,0,25,student,no,tertiary,1433
single,no,no,no,1,0,31,technician,no,unknown,187
married,no,no,no,16,0,48,management,no,tertiary,0
married,no,no,no,2,0,40,housemaid,no,secondary,4610
married,no,yes,no,1,0,46,blue-collar,no,primary,1429
single,no,no,no,2,0,30,services,no,secondary,334
married,no,no,yes,15,0,47,services,no,secondary,2
single,no,yes,no,3,0,23,services,no,secondary,500
married,no,yes,no,2,0,29,technician,no,tertiary,43
married,no,yes,no,2,5,38,technician,no,secondary,4030
married,no,no,yes,1,0,56,housemaid,no,primary,306
married,no,no,no,2,1,52,admin.,no,secondary,0
married,no,no,no,2,0,55,retired,no,secondary,168
married,no,no,no,2,0,43,entrepreneur,no,tertiary,210
married,no,yes,no,1,0,34,blue-collar,no,secondary,518
single,no,yes,no,1,3,43,management,yes,tertiary,1696
married,no,no,yes,2,0,55,services,no,secondary,-31
married,no,yes,no,1,5,34,blue-collar,no,secondary,856
single,no,yes,no,2,0,34,management,no,tertiary,318
married,no,no,no,2,0,43,self-employed,no,tertiary,64
married,no,yes,no,6,0,39,blue-collar,no,primary,800
single,no,no,no,1,0,39,technician,no,unknown,75
single,no,yes,no,2,6,34,technician,no,secondary,347
married,no,yes,yes,4,0,55,management,no,tertiary,2366
married,no,no,no,2,0,67,retired,yes,tertiary,701
married,no,yes,yes,1,0,34,entrepreneur,no,tertiary,475
married,no,no,no,5,0,47,blue-collar,no,secondary,3285
married,no,no,no,3,0,33,blue-collar,no,primary,925
married,no,no,yes,2,0,45,entrepreneur,no,secondary,128
married,no,yes,no,2,0,36,blue-collar,no,secondary,1587
divorced,no,yes,no,1,0,59,technician,no,secondary,879
married,no,no,no,2,0,33,services,yes,secondary,478
divorced,no,no,no,5,0,52,technician,no,secondary,280
married,no,no,no,4,0,53,blue-collar,no,primary,1868
married,no,no,no,3,0,41,unemployed,no,primary,819
married,no,yes,no,1,0,45,blue-collar,no,secondary,4646
single,no,no,no,2,0,60,self-employed,no,secondary,27
married,no,yes,no,3,0,32,blue-collar,no,secondary,736
single,no,yes,no,3,0,28,management,no,tertiary,224
single,no,no,no,1,3,31,technician,yes,secondary,2544
married,no,no,yes,4,0,53,blue-collar,no,secondary,427
married,no,no,no,1,0,58,management,no,tertiary,2764
married,no,yes,no,1,0,38,blue-collar,no,secondary,376
married,no,yes,no,4,2,46,management,no,tertiary,523
married,no,no,yes,1,0,53,entrepreneur,no,tertiary,71
married,no,no,no,1,3,56,retired,no,secondary,3948
single,no,no,no,1,0,52,services,no,secondary,1810
married,no,no,no,1,0,38,technician,no,secondary,994
married,no,yes,no,1,0,37,services,no,primary,52
married,no,no,no,8,0,37,blue-collar,no,primary,11
married,yes,no,no,1,0,37,technician,no,secondary,0
married,no,no,no,3,1,66,retired,no,primary,747
married,no,yes,no,2,0,44,blue-collar,no,primary,2657
married,no,no,yes,1,0,61,retired,no,secondary,313
married,no,no,yes,1,0,34,admin.,no,secondary,61
single,no,yes,no,1,0,33,admin.,no,secondary,2557
divorced,no,yes,no,1,0,30,services,no,secondary,0
divorced,no,yes,no,1,0,27,services,no,secondary,10
married,no,yes,no,1,0,37,services,no,secondary,658
married,no,yes,no,18,0,38,blue-collar,no,primary,1679
single,no,no,yes,4,0,35,management,no,tertiary,0
married,no,yes,no,2,0,50,technician,no,secondary,841
married,no,yes,no,3,0,39,management,no,secondary,0
married,no,yes,no,3,0,35,management,no,secondary,1160
divorced,no,yes,no,1,0,36,admin.,no,secondary,-37
single,no,yes,no,1,0,28,services,no,secondary,94
married,no,yes,no,1,3,39,self-employed,no,tertiary,585
married,no,no,no,1,0,39,self-employed,no,secondary,235
single,no,yes,no,2,0,30,blue-collar,yes,secondary,2145
married,no,yes,no,1,0,32,services,no,secondary,1464
married,no,yes,yes,1,1,28,technician,no,secondary,232
married,no,yes,no,1,0,47,technician,no,primary,187
married,no,no,no,10,0,53,management,no,tertiary,12
married,no,yes,no,2,0,57,blue-collar,no,primary,318
married,no,no,yes,2,0,47,services,yes,secondary,405
married,no,yes,no,2,0,56,management,no,tertiary,334
married,no,yes,no,32,0,38,admin.,no,primary,0
married,no,no,no,3,0,52,blue-collar,no,primary,2
married,no,yes,yes,2,0,46,technician,no,secondary,966
married,yes,no,yes,4,0,57,blue-collar,no,primary,195
divorced,no,no,no,2,0,42,blue-collar,no,unknown,0
married,no,no,no,1,0,57,unemployed,no,secondary,0
married,no,no,no,5,0,51,housemaid,no,secondary,260
married,no,yes,no,1,2,53,self-employed,no,tertiary,451
married,no,yes,no,1,0,37,blue-collar,no,primary,3242
divorced,no,yes,no,7,4,47,self-employed,no,secondary,8515
married,no,yes,no,1,0,48,management,yes,tertiary,1808
married,no,yes,no,1,0,39,blue-collar,no,primary,20
married,no,yes,yes,2,0,42,blue-collar,no,secondary,3068
married,no,no,no,11,0,36,management,no,tertiary,23
single,no,no,no,2,0,34,technician,no,secondary,1076
married,no,yes,no,1,0,61,retired,no,primary,1060
single,no,yes,no,1,4,32,admin.,yes,secondary,678
single,no,yes,yes,1,0,35,blue-collar,no,primary,1147
married,no,no,no,1,0,54,blue-collar,no,secondary,-630
married,no,no,no,14,0,31,management,no,tertiary,459
divorced,no,yes,no,1,2,45,technician,no,secondary,976
married,no,yes,no,2,0,32,housemaid,no,tertiary,357
married,no,no,no,1,0,52,unemployed,no,secondary,-9
single,no,yes,no,1,1,36,admin.,no,secondary,1927
married,no,yes,no,18,0,31,services,no,secondary,500
married,no,no,no,4,0,53,technician,no,secondary,9146
married,no,no,no,2,0,43,entrepreneur,no,secondary,59
married,no,no,no,2,0,47,housemaid,no,primary,0
married,no,yes,no,8,0,46,blue-collar,no,primary,328
divorced,no,no,no,2,0,34,management,no,secondary,291
single,no,yes,no,3,0,55,technician,no,tertiary,-703
single,no,yes,no,1,0,23,admin.,no,secondary,589
married,no,no,no,2,1,75,blue-collar,no,secondary,6053
married,no,no,no,3,0,58,admin.,no,secondary,1142
married,no,yes,no,7,1,35,admin.,no,secondary,725
married,no,no,no,1,0,27,management,yes,tertiary,802
married,no,yes,no,2,0,24,technician,yes,secondary,556
married,no,yes,no,3,0,48,admin.,no,secondary,191
single,no,no,no,5,0,31,technician,no,secondary,373
married,no,no,no,2,0,57,technician,no,secondary,6164
married,no,no,no,9,0,53,management,no,tertiary,37
married,no,yes,no,1,0,42,blue-collar,no,primary,1156
married,no,yes,yes,8,2,50,entrepreneur,no,secondary,806
married,no,no,no,2,0,59,admin.,no,secondary,2381
married,no,yes,no,2,0,38,services,no,secondary,-314
married,no,yes,yes,1,0,39,blue-collar,no,secondary,285
single,no,yes,no,20,0,28,blue-collar,no,primary,1199
divorced,no,yes,no,2,3,55,management,no,tertiary,481
single,no,no,no,4,0,33,technician,no,tertiary,137
single,no,yes,no,1,0,36,blue-collar,no,secondary,168
divorced,no,yes,no,3,0,38,admin.,no,secondary,156
single,no,no,no,1,5,28,admin.,yes,secondary,4745
single,no,yes,no,2,0,32,management,no,tertiary,11797
married,no,no,yes,1,0,35,admin.,no,secondary,786
married,no,no,no,3,0,58,technician,no,primary,4015
married,no,yes,no,1,0,30,services,no,secondary,0
married,no,yes,no,7,5,33,blue-collar,no,secondary,331
married,no,yes,no,4,0,36,blue-collar,no,secondary,1554
married,no,yes,yes,2,0,32,services,no,secondary,132
single,no,no,no,4,0,34,management,yes,tertiary,5086
married,no,yes,yes,3,0,42,admin.,no,secondary,529
married,no,no,yes,7,0,41,management,no,tertiary,4824
married,no,no,no,1,0,63,retired,yes,secondary,474
divorced,no,yes,no,1,0,38,admin.,no,tertiary,86
married,no,yes,no,1,0,54,blue-collar,no,primary,2281
married,no,yes,no,1,0,39,services,no,secondary,186
married,no,no,no,3,0,46,blue-collar,no,secondary,137
married,no,no,no,1,0,37,technician,no,tertiary,6968
divorced,no,no,no,1,0,76,retired,no,primary,86
single,no,no,yes,1,0,28,management,no,unknown,81
married,no,no,no,2,0,33,services,no,primary,6904
married,no,yes,yes,1,0,46,self-employed,no,tertiary,137
single,no,no,no,1,0,30,student,no,secondary,25
married,no,no,no,2,0,60,management,no,tertiary,759
married,no,yes,no,2,0,56,housemaid,no,tertiary,1922
single,no,yes,no,1,0,24,student,no,unknown,3298
married,no,no,no,4,0,58,retired,no,secondary,764
married,no,no,no,2,2,79,retired,yes,primary,8556
married,no,yes,no,2,0,32,blue-collar,no,secondary,3514
married,no,yes,no,2,0,33,services,no,primary,0
married,no,no,no,4,3,77,retired,no,primary,680
married,no,no,yes,1,0,60,housemaid,no,primary,0
married,no,no,no,3,0,54,management,no,tertiary,2819
married,no,yes,yes,6,0,30,blue-collar,no,primary,-518
married,no,no,yes,8,0,50,services,no,secondary,60
married,no,no,no,7,0,50,management,no,secondary,732
married,no,yes,no,1,0,37,technician,no,secondary,2707
married,no,yes,no,2,0,41,technician,no,tertiary,177
married,no,no,yes,2,0,49,admin.,no,secondary,13229
married,no,yes,yes,1,0,41,blue-collar,no,primary,-204
married,no,yes,no,3,0,40,technician,no,secondary,990
married,no,yes,no,1,0,38,blue-collar,no,secondary,648
married,no,no,no,3,0,34,technician,no,secondary,50
married,no,no,yes,3,0,49,entrepreneur,no,secondary,1916
married,no,no,no,2,0,72,retired,yes,primary,763
